metric_id,resource_id,timestamp,cpu_utilization_pct,memory_utilization_pct,network_in_mbps,network_out_mbps,disk_utilization_pct,is_idle_flag
met-c93dede6,res-ef8c4f9e31,2026-03-21T00:00:00Z,9.29,17.92,90.04,68.56,39.07,False
met-46f3bf57,res-ef8c4f9e31,2026-03-18T00:00:00Z,80.51,17.7,374.85,81.63,47.02,False
met-fcb4bcbd,res-ef8c4f9e31,2026-03-15T00:00:00Z,55.17,74.8,178.63,126.47,46.33,False
met-2cf094cc,res-ef8c4f9e31,2026-03-12T00:00:00Z,66.16,58.45,292.66,196.71,60.38,False
met-a92f040c,res-ef8c4f9e31,2026-03-09T00:00:00Z,93.14,32.77,169.29,155.58,78.11,False
met-bb337791,res-ef8c4f9e31,2026-03-06T00:00:00Z,45.22,16.27,310.7,141.81,91.74,False
met-886b2068,res-ef8c4f9e31,2026-03-03T00:00:00Z,83.14,61.25,465.0,129.44,65.92,False
met-7b672c33,res-ef8c4f9e31,2026-02-28T00:00:00Z,41.43,82.57,48.76,106.37,43.51,False
met-6d37e5d3,res-ef8c4f9e31,2026-02-25T00:00:00Z,63.77,66.83,306.64,121.66,86.58,False
met-817c292b,res-ef8c4f9e31,2026-02-22T00:00:00Z,75.29,85.1,376.47,158.68,53.77,False
met-8c402ef3,res-1d44706f13,2026-03-21T00:00:00Z,1.75,8.69,0.63,0.47,4.52,True
met-f7fc129a,res-1d44706f13,2026-03-18T00:00:00Z,6.08,7.75,1.05,0.79,2.34,True
met-b6029412,res-1d44706f13,2026-03-15T00:00:00Z,7.53,5.26,0.27,1.54,8.34,True
met-107e20b5,res-1d44706f13,2026-03-12T00:00:00Z,7.97,1.94,3.09,0.17,14.04,True
met-08d834f9,res-1d44706f13,2026-03-09T00:00:00Z,3.42,3.06,3.69,0.89,2.77,True
met-d07301e6,res-1d44706f13,2026-03-06T00:00:00Z,4.45,2.54,0.18,0.71,13.81,True
met-68c35bb9,res-1d44706f13,2026-03-03T00:00:00Z,6.98,5.2,4.35,1.87,8.68,True
met-62341b2c,res-1d44706f13,2026-02-28T00:00:00Z,1.51,9.54,2.7,1.18,7.39,True
met-1d2f3509,res-1d44706f13,2026-02-25T00:00:00Z,6.12,8.9,2.17,1.28,8.47,True
met-75b41aca,res-1d44706f13,2026-02-22T00:00:00Z,7.32,5.33,1.14,0.18,5.31,True
met-6a10da3b,res-a174febd99,2026-03-21T00:00:00Z,19.01,10.84,266.42,228.7,30.22,False
met-cb47ef01,res-a174febd99,2026-03-18T00:00:00Z,30.81,52.81,347.01,150.12,76.66,False
met-ad91e323,res-a174febd99,2026-03-15T00:00:00Z,31.96,71.27,401.0,181.12,79.76,False
met-9649a851,res-a174febd99,2026-03-12T00:00:00Z,54.34,25.09,442.26,133.95,38.74,False
met-f406ded3,res-a174febd99,2026-03-09T00:00:00Z,69.34,61.68,415.93,70.07,25.94,False
met-645dd466,res-a174febd99,2026-03-06T00:00:00Z,61.28,51.33,401.98,185.9,72.04,False
met-e28aad1c,res-a174febd99,2026-03-03T00:00:00Z,29.47,61.88,270.65,84.3,34.1,False
met-38bdc185,res-a174febd99,2026-02-28T00:00:00Z,11.16,20.93,64.07,139.33,53.96,False
met-65a22fa4,res-a174febd99,2026-02-25T00:00:00Z,68.04,49.36,167.12,49.88,92.73,False
met-4bf761d7,res-a174febd99,2026-02-22T00:00:00Z,6.99,87.79,148.24,41.89,52.88,False
met-7cf63450,res-d1aab9717e,2026-03-21T00:00:00Z,1.18,1.13,1.09,0.84,12.0,True
met-09e06459,res-d1aab9717e,2026-03-18T00:00:00Z,4.24,4.34,3.48,0.06,2.12,True
met-9b2dac34,res-d1aab9717e,2026-03-15T00:00:00Z,6.13,2.31,1.33,0.78,8.6,True
met-63ab9286,res-d1aab9717e,2026-03-12T00:00:00Z,1.86,9.06,1.25,0.76,1.18,True
met-20af72db,res-d1aab9717e,2026-03-09T00:00:00Z,7.81,7.43,1.92,1.95,4.46,True
met-aaa65472,res-d1aab9717e,2026-03-06T00:00:00Z,7.96,2.79,3.68,0.19,10.32,True
met-21c9b4b4,res-d1aab9717e,2026-03-03T00:00:00Z,2.06,4.5,4.81,1.87,3.22,True
met-8a0c2b21,res-d1aab9717e,2026-02-28T00:00:00Z,5.96,7.7,2.75,0.24,7.74,True
met-ddce490d,res-d1aab9717e,2026-02-25T00:00:00Z,2.74,4.24,0.26,1.33,14.63,True
met-16d67877,res-d1aab9717e,2026-02-22T00:00:00Z,2.27,4.91,0.08,1.59,9.19,True
met-12b317a2,res-404c02bebc,2026-03-21T00:00:00Z,3.47,3.19,4.84,1.16,10.67,True
met-f2284769,res-404c02bebc,2026-03-18T00:00:00Z,5.66,2.39,3.85,0.5,8.0,True
met-1642bade,res-404c02bebc,2026-03-15T00:00:00Z,5.64,4.05,4.85,1.52,1.84,True
met-7564ae78,res-404c02bebc,2026-03-12T00:00:00Z,3.17,2.39,2.68,0.21,7.83,True
met-e221492f,res-404c02bebc,2026-03-09T00:00:00Z,2.88,6.03,3.22,0.69,13.49,True
met-b5d1daa0,res-404c02bebc,2026-03-06T00:00:00Z,6.0,1.19,1.89,1.45,4.51,True
met-bc55dbcf,res-404c02bebc,2026-03-03T00:00:00Z,0.8,7.36,2.8,1.09,7.86,True
met-d7a53bd2,res-404c02bebc,2026-02-28T00:00:00Z,4.75,5.89,1.62,0.94,13.15,True
met-fb785bb5,res-404c02bebc,2026-02-25T00:00:00Z,4.99,8.75,0.8,1.06,7.29,True
met-504a4553,res-404c02bebc,2026-02-22T00:00:00Z,6.65,5.87,2.27,1.55,8.08,True
met-d38be212,res-ba08980b6f,2026-03-21T00:00:00Z,6.0,8.95,3.1,0.73,9.68,True
met-5768c29b,res-ba08980b6f,2026-03-18T00:00:00Z,2.91,1.57,4.84,1.64,3.66,True
met-ccb8f865,res-ba08980b6f,2026-03-15T00:00:00Z,5.62,7.89,0.77,0.57,6.74,True
met-6e60b432,res-ba08980b6f,2026-03-12T00:00:00Z,2.92,1.87,3.29,0.09,14.13,True
met-f4d2b171,res-ba08980b6f,2026-03-09T00:00:00Z,1.84,1.28,0.54,0.38,1.45,True
met-bc17fe53,res-ba08980b6f,2026-03-06T00:00:00Z,5.31,4.5,2.45,1.25,9.26,True
met-52b94db8,res-ba08980b6f,2026-03-03T00:00:00Z,0.87,2.99,3.59,0.03,13.89,True
met-390c2698,res-ba08980b6f,2026-02-28T00:00:00Z,5.42,9.36,4.16,0.94,9.94,True
met-abf57675,res-ba08980b6f,2026-02-25T00:00:00Z,3.21,7.69,4.45,1.64,12.12,True
met-5b50ee31,res-ba08980b6f,2026-02-22T00:00:00Z,0.94,6.55,2.65,1.47,12.68,True
met-0fc343f4,res-79697580cc,2026-03-21T00:00:00Z,2.12,5.68,0.51,0.46,6.39,True
met-a25993c8,res-79697580cc,2026-03-18T00:00:00Z,1.95,6.91,2.85,1.9,8.82,True
met-a9fee59f,res-79697580cc,2026-03-15T00:00:00Z,4.69,7.71,3.83,1.15,10.44,True
met-f40bab89,res-79697580cc,2026-03-12T00:00:00Z,5.77,4.84,0.52,1.58,8.7,True
met-5588a1c0,res-79697580cc,2026-03-09T00:00:00Z,4.29,6.92,2.67,1.2,14.07,True
met-5119f4fa,res-79697580cc,2026-03-06T00:00:00Z,7.27,5.95,4.98,1.69,6.77,True
met-611c14c7,res-79697580cc,2026-03-03T00:00:00Z,5.25,8.44,1.62,0.48,8.64,True
met-4f81b15b,res-79697580cc,2026-02-28T00:00:00Z,3.31,5.95,3.72,0.72,7.33,True
met-16826fff,res-79697580cc,2026-02-25T00:00:00Z,7.7,1.0,0.17,0.57,1.23,True
met-5c55334f,res-79697580cc,2026-02-22T00:00:00Z,1.51,9.01,0.03,1.97,4.01,True
met-519f39a0,res-d8b1042c8e,2026-03-21T00:00:00Z,74.44,85.47,412.95,276.14,58.35,False
met-d3aa78ab,res-d8b1042c8e,2026-03-18T00:00:00Z,56.36,55.73,56.2,140.81,31.71,False
met-fcfc236a,res-d8b1042c8e,2026-03-15T00:00:00Z,28.85,81.17,132.43,80.59,42.52,False
met-0a80f0d6,res-d8b1042c8e,2026-03-12T00:00:00Z,56.34,55.53,116.54,27.77,44.35,False
met-d7badfbb,res-d8b1042c8e,2026-03-09T00:00:00Z,48.43,49.06,450.52,212.34,81.46,False
met-25ee309d,res-d8b1042c8e,2026-03-06T00:00:00Z,13.58,61.38,28.31,243.46,48.62,False
met-e52bc56f,res-d8b1042c8e,2026-03-03T00:00:00Z,75.21,83.75,173.85,264.54,52.57,False
met-8f143469,res-d8b1042c8e,2026-02-28T00:00:00Z,88.72,19.64,387.49,225.57,83.71,False
met-89695ba0,res-d8b1042c8e,2026-02-25T00:00:00Z,88.58,60.71,319.77,20.97,59.33,False
met-a61e1b0e,res-d8b1042c8e,2026-02-22T00:00:00Z,33.74,55.19,170.15,210.84,31.49,False
met-27ea1e7b,res-2493f52775,2026-03-21T00:00:00Z,94.76,87.68,378.89,174.7,26.76,False
met-7ef5b193,res-2493f52775,2026-03-18T00:00:00Z,43.87,72.91,82.53,104.17,55.69,False
met-7c138068,res-2493f52775,2026-03-15T00:00:00Z,72.08,53.85,138.65,122.57,52.59,False
met-98009b6b,res-2493f52775,2026-03-12T00:00:00Z,67.81,70.96,245.65,63.44,49.65,False
met-cff273c3,res-2493f52775,2026-03-09T00:00:00Z,56.42,54.89,498.57,159.65,38.17,False
met-7dfe48eb,res-2493f52775,2026-03-06T00:00:00Z,28.96,44.41,345.52,174.93,28.44,False
met-d2a16840,res-2493f52775,2026-03-03T00:00:00Z,42.22,39.22,103.34,106.63,69.16,False
met-d8d84fe9,res-2493f52775,2026-02-28T00:00:00Z,74.27,23.54,181.36,247.37,80.21,False
met-da200586,res-2493f52775,2026-02-25T00:00:00Z,61.09,45.24,462.86,73.88,71.4,False
met-67178a64,res-2493f52775,2026-02-22T00:00:00Z,19.04,68.28,52.05,223.18,38.23,False
met-701b0ad8,res-48ca5aa114,2026-03-21T00:00:00Z,18.29,76.6,150.97,106.27,80.32,False
met-d12502e4,res-48ca5aa114,2026-03-18T00:00:00Z,32.46,47.7,172.62,223.3,35.89,False
met-58f0e3b2,res-48ca5aa114,2026-03-15T00:00:00Z,54.18,70.03,278.91,188.8,94.42,False
met-79c9d12c,res-48ca5aa114,2026-03-12T00:00:00Z,67.56,63.46,194.54,272.28,59.51,False
met-9efcfffa,res-48ca5aa114,2026-03-09T00:00:00Z,27.99,14.81,108.34,210.48,40.35,False
met-a4243d04,res-48ca5aa114,2026-03-06T00:00:00Z,46.85,85.61,42.63,199.81,69.72,False
met-811b55c8,res-48ca5aa114,2026-03-03T00:00:00Z,87.16,38.82,62.87,91.29,86.26,False
met-2cf1edc8,res-48ca5aa114,2026-02-28T00:00:00Z,39.79,88.38,259.18,214.36,87.79,False
met-d4b7edc1,res-48ca5aa114,2026-02-25T00:00:00Z,48.62,57.77,53.13,63.67,92.51,False
met-f6dc8775,res-48ca5aa114,2026-02-22T00:00:00Z,55.46,67.0,29.48,277.07,42.87,False
met-6d1730f7,res-9f192dde88,2026-03-21T00:00:00Z,4.17,7.7,0.09,1.37,5.98,True
met-1e06e812,res-9f192dde88,2026-03-18T00:00:00Z,2.77,9.96,4.89,0.55,1.87,True
met-20a25522,res-9f192dde88,2026-03-15T00:00:00Z,2.43,4.48,5.0,1.98,14.22,True
met-ab7edf4f,res-9f192dde88,2026-03-12T00:00:00Z,7.62,3.03,1.71,0.79,2.92,True
met-91f0883e,res-9f192dde88,2026-03-09T00:00:00Z,5.97,5.69,3.39,1.75,10.61,True
met-f94e8c80,res-9f192dde88,2026-03-06T00:00:00Z,3.63,6.16,2.13,0.62,9.48,True
met-63e2d6f3,res-9f192dde88,2026-03-03T00:00:00Z,3.87,2.19,3.26,1.16,10.58,True
met-2878f427,res-9f192dde88,2026-02-28T00:00:00Z,2.02,2.24,3.44,1.8,13.73,True
met-3851acbc,res-9f192dde88,2026-02-25T00:00:00Z,3.73,9.18,3.85,1.31,8.91,True
met-86a0cd7a,res-9f192dde88,2026-02-22T00:00:00Z,1.69,1.61,2.66,1.44,3.58,True
met-39fe5c9e,res-8c86a8ee26,2026-03-21T00:00:00Z,6.8,2.31,0.15,0.64,14.62,True
met-4c77bb29,res-8c86a8ee26,2026-03-18T00:00:00Z,7.71,3.73,3.73,1.64,9.92,True
met-cdcd390a,res-8c86a8ee26,2026-03-15T00:00:00Z,6.04,2.37,0.94,0.26,1.37,True
met-9226cb5d,res-8c86a8ee26,2026-03-12T00:00:00Z,7.89,6.55,3.03,1.22,9.35,True
met-1f77776e,res-8c86a8ee26,2026-03-09T00:00:00Z,2.23,1.23,0.4,1.56,2.88,True
met-24afb23a,res-8c86a8ee26,2026-03-06T00:00:00Z,6.85,5.22,3.25,0.37,6.42,True
met-53ff7b83,res-8c86a8ee26,2026-03-03T00:00:00Z,4.05,2.47,1.13,0.82,14.56,True
met-5ec00817,res-8c86a8ee26,2026-02-28T00:00:00Z,7.44,9.55,1.11,1.34,3.84,True
met-deeabec1,res-8c86a8ee26,2026-02-25T00:00:00Z,2.03,2.59,4.77,0.88,9.64,True
met-ac1cc422,res-8c86a8ee26,2026-02-22T00:00:00Z,5.66,8.8,4.44,0.86,11.87,True
met-91a5130f,res-3bc1ba6fb8,2026-03-21T00:00:00Z,79.19,67.62,203.13,282.05,62.9,False
met-031df3b3,res-3bc1ba6fb8,2026-03-18T00:00:00Z,53.25,61.31,355.02,16.36,28.2,False
met-8c492938,res-3bc1ba6fb8,2026-03-15T00:00:00Z,46.12,80.22,440.11,77.49,60.34,False
met-ae66ca2b,res-3bc1ba6fb8,2026-03-12T00:00:00Z,93.54,13.14,199.82,230.72,92.19,False
met-4c2cacd7,res-3bc1ba6fb8,2026-03-09T00:00:00Z,22.09,45.16,443.35,233.23,41.44,False
met-d3668118,res-3bc1ba6fb8,2026-03-06T00:00:00Z,19.98,33.55,460.33,208.54,87.78,False
met-8f9891c6,res-3bc1ba6fb8,2026-03-03T00:00:00Z,46.72,61.69,54.32,152.69,33.48,False
met-3f8b1295,res-3bc1ba6fb8,2026-02-28T00:00:00Z,57.69,81.55,277.74,120.95,44.26,False
met-b8276049,res-3bc1ba6fb8,2026-02-25T00:00:00Z,7.24,46.29,449.34,269.26,86.19,False
met-cf83bd19,res-3bc1ba6fb8,2026-02-22T00:00:00Z,13.12,35.93,327.8,214.88,32.3,False
met-786210d2,res-9c806b3222,2026-03-21T00:00:00Z,6.0,1.82,3.53,1.27,2.19,True
met-97f76be3,res-9c806b3222,2026-03-18T00:00:00Z,5.8,7.54,4.88,1.22,3.24,True
met-8888d282,res-9c806b3222,2026-03-15T00:00:00Z,4.63,1.4,0.85,0.67,13.2,True
met-491ad0cc,res-9c806b3222,2026-03-12T00:00:00Z,6.97,2.46,0.72,1.54,1.72,True
met-b19fa3bd,res-9c806b3222,2026-03-09T00:00:00Z,2.81,7.57,4.8,0.58,3.53,True
met-a00e67be,res-9c806b3222,2026-03-06T00:00:00Z,7.24,9.64,0.02,1.53,1.17,True
met-568ef424,res-9c806b3222,2026-03-03T00:00:00Z,4.23,5.49,4.04,1.22,7.91,True
met-a979af1d,res-9c806b3222,2026-02-28T00:00:00Z,2.13,6.94,2.27,0.88,9.42,True
met-90582f92,res-9c806b3222,2026-02-25T00:00:00Z,0.55,8.94,1.39,1.26,12.48,True
met-10fde4a2,res-9c806b3222,2026-02-22T00:00:00Z,2.06,2.66,0.28,0.7,3.04,True
met-794fc82f,res-60243f2b1c,2026-03-21T00:00:00Z,4.84,6.43,1.66,0.18,2.52,True
met-27e5e990,res-60243f2b1c,2026-03-18T00:00:00Z,7.95,2.45,1.42,1.32,10.8,True
met-fa74cbda,res-60243f2b1c,2026-03-15T00:00:00Z,4.79,6.06,4.83,1.5,6.04,True
met-16f13e6e,res-60243f2b1c,2026-03-12T00:00:00Z,0.77,7.92,1.61,1.8,12.48,True
met-b3b31a26,res-60243f2b1c,2026-03-09T00:00:00Z,6.19,8.59,0.32,0.94,2.71,True
met-e192e497,res-60243f2b1c,2026-03-06T00:00:00Z,6.95,3.96,2.07,0.42,3.93,True
met-fc7ae139,res-60243f2b1c,2026-03-03T00:00:00Z,0.94,6.14,4.9,1.06,2.23,True
met-8f2a4ff2,res-60243f2b1c,2026-02-28T00:00:00Z,5.93,6.44,3.94,1.41,6.98,True
met-8b05b699,res-60243f2b1c,2026-02-25T00:00:00Z,6.86,3.34,2.88,1.25,13.98,True
met-9d5399ee,res-60243f2b1c,2026-02-22T00:00:00Z,5.11,5.47,3.65,1.0,12.31,True
met-b45e2d28,res-955402ca9e,2026-03-21T00:00:00Z,25.94,33.24,104.84,39.87,54.87,False
met-41b50dad,res-955402ca9e,2026-03-18T00:00:00Z,76.71,69.0,111.59,186.52,51.1,False
met-2c44d389,res-955402ca9e,2026-03-15T00:00:00Z,9.09,37.97,404.96,67.64,68.05,False
met-0b8a6ae4,res-955402ca9e,2026-03-12T00:00:00Z,67.1,30.35,43.24,93.58,61.25,False
met-1b311e84,res-955402ca9e,2026-03-09T00:00:00Z,74.03,19.11,173.31,121.83,62.67,False
met-d986f9b0,res-955402ca9e,2026-03-06T00:00:00Z,91.41,76.56,105.07,250.98,89.17,False
met-0a7f9be3,res-955402ca9e,2026-03-03T00:00:00Z,48.12,47.96,27.42,45.05,31.65,False
met-8df2600a,res-955402ca9e,2026-02-28T00:00:00Z,46.46,79.22,449.01,141.43,81.06,False
met-33602aa4,res-955402ca9e,2026-02-25T00:00:00Z,88.5,14.48,265.33,171.66,70.86,False
met-537a580b,res-955402ca9e,2026-02-22T00:00:00Z,54.97,11.5,292.92,102.86,88.71,False
met-f3ede01b,res-f1bcd08e27,2026-03-21T00:00:00Z,6.47,1.6,0.75,1.68,5.75,True
met-97c4dd8e,res-f1bcd08e27,2026-03-18T00:00:00Z,3.31,5.81,0.83,1.21,3.62,True
met-e8a86af3,res-f1bcd08e27,2026-03-15T00:00:00Z,1.38,8.04,1.54,1.72,10.94,True
met-3a5b9d27,res-f1bcd08e27,2026-03-12T00:00:00Z,2.54,1.78,4.39,0.74,12.61,True
met-d8de4f8e,res-f1bcd08e27,2026-03-09T00:00:00Z,2.77,5.73,0.88,0.75,1.52,True
met-d3f595a9,res-f1bcd08e27,2026-03-06T00:00:00Z,2.02,1.83,2.53,1.6,13.67,True
met-b99cc6d0,res-f1bcd08e27,2026-03-03T00:00:00Z,1.66,4.06,2.42,1.75,5.35,True
met-2b3fc6f8,res-f1bcd08e27,2026-02-28T00:00:00Z,2.96,7.93,0.49,1.96,8.23,True
met-c87ebeb4,res-f1bcd08e27,2026-02-25T00:00:00Z,7.95,2.85,0.18,0.78,13.11,True
met-fd6fd994,res-f1bcd08e27,2026-02-22T00:00:00Z,1.37,3.8,0.22,1.7,13.21,True
met-62d986fe,res-ca3d4ec0cd,2026-03-21T00:00:00Z,85.03,18.25,385.43,224.94,21.69,False
met-6dea414a,res-ca3d4ec0cd,2026-03-18T00:00:00Z,73.26,61.11,112.82,64.16,41.49,False
met-5caf457c,res-ca3d4ec0cd,2026-03-15T00:00:00Z,52.9,71.82,338.85,85.43,31.81,False
met-ccddafc3,res-ca3d4ec0cd,2026-03-12T00:00:00Z,15.3,86.66,284.22,35.2,60.69,False
met-a331839b,res-ca3d4ec0cd,2026-03-09T00:00:00Z,54.44,31.68,472.21,242.18,63.06,False
met-b95d189f,res-ca3d4ec0cd,2026-03-06T00:00:00Z,20.41,34.91,447.2,164.47,23.8,False
met-a8a6db5d,res-ca3d4ec0cd,2026-03-03T00:00:00Z,7.61,82.26,34.72,118.16,26.46,False
met-4bbfd860,res-ca3d4ec0cd,2026-02-28T00:00:00Z,40.27,66.37,446.73,190.69,71.76,False
met-1472d535,res-ca3d4ec0cd,2026-02-25T00:00:00Z,45.13,38.45,172.84,63.45,76.88,False
met-5528e6d5,res-ca3d4ec0cd,2026-02-22T00:00:00Z,77.84,16.28,462.16,230.51,62.58,False
met-8bc63107,res-c44ae8a303,2026-03-21T00:00:00Z,6.52,7.29,0.49,0.62,10.02,True
met-b25b1ac3,res-c44ae8a303,2026-03-18T00:00:00Z,6.25,5.23,4.74,0.29,13.54,True
met-7b1cd2a9,res-c44ae8a303,2026-03-15T00:00:00Z,2.44,4.27,0.92,1.83,5.62,True
met-4f19fda2,res-c44ae8a303,2026-03-12T00:00:00Z,6.96,3.92,2.44,0.13,2.58,True
met-3890f5d8,res-c44ae8a303,2026-03-09T00:00:00Z,4.09,8.61,1.41,0.7,9.05,True
met-937dfd5b,res-c44ae8a303,2026-03-06T00:00:00Z,4.31,4.65,3.57,0.21,8.79,True
met-5db576bc,res-c44ae8a303,2026-03-03T00:00:00Z,1.03,3.72,2.3,1.18,4.34,True
met-245e6dc3,res-c44ae8a303,2026-02-28T00:00:00Z,2.33,2.43,2.41,0.13,3.92,True
met-8a99e299,res-c44ae8a303,2026-02-25T00:00:00Z,5.71,4.88,4.9,1.13,5.79,True
met-a8143404,res-c44ae8a303,2026-02-22T00:00:00Z,5.71,2.56,3.35,1.48,10.97,True
met-61f651b4,res-a5a1c789e4,2026-03-21T00:00:00Z,15.29,57.69,169.44,33.81,53.39,False
met-d1083f4d,res-a5a1c789e4,2026-03-18T00:00:00Z,32.72,42.46,303.15,207.23,64.73,False
met-772bb872,res-a5a1c789e4,2026-03-15T00:00:00Z,78.79,36.19,326.04,23.14,36.32,False
met-e48f383c,res-a5a1c789e4,2026-03-12T00:00:00Z,17.5,56.46,379.94,243.9,76.78,False
met-e6b4ff7d,res-a5a1c789e4,2026-03-09T00:00:00Z,64.48,46.24,152.84,186.59,53.54,False
met-1b6a1289,res-a5a1c789e4,2026-03-06T00:00:00Z,23.51,80.19,156.87,239.33,70.97,False
met-6719849f,res-a5a1c789e4,2026-03-03T00:00:00Z,87.67,84.93,361.72,274.96,94.27,False
met-05be2230,res-a5a1c789e4,2026-02-28T00:00:00Z,57.45,58.92,260.11,255.05,83.94,False
met-dc8b565c,res-a5a1c789e4,2026-02-25T00:00:00Z,10.62,82.09,484.27,5.25,62.0,False
met-d53387db,res-a5a1c789e4,2026-02-22T00:00:00Z,93.08,18.78,148.28,14.2,52.38,False
met-3c7fa80f,res-f1fd88bede,2026-03-21T00:00:00Z,61.27,66.94,208.96,133.38,35.84,False
met-0f8563f5,res-f1fd88bede,2026-03-18T00:00:00Z,20.61,21.13,282.16,253.78,47.02,False
met-50a49db2,res-f1fd88bede,2026-03-15T00:00:00Z,42.55,33.08,437.64,42.04,20.87,False
met-7adf5a79,res-f1fd88bede,2026-03-12T00:00:00Z,63.36,21.52,443.6,199.09,93.12,False
met-ca6469f1,res-f1fd88bede,2026-03-09T00:00:00Z,17.22,20.98,404.91,258.75,87.02,False
met-9bcb6de2,res-f1fd88bede,2026-03-06T00:00:00Z,67.59,84.42,315.39,139.05,51.81,False
met-1dc9fa61,res-f1fd88bede,2026-03-03T00:00:00Z,78.81,40.78,120.61,130.31,20.56,False
met-ee2692e5,res-f1fd88bede,2026-02-28T00:00:00Z,49.83,68.47,358.94,84.43,89.49,False
met-5adc28a6,res-f1fd88bede,2026-02-25T00:00:00Z,56.87,12.68,28.55,147.56,47.64,False
met-8c0b137b,res-f1fd88bede,2026-02-22T00:00:00Z,57.22,86.94,49.23,220.4,59.48,False
met-a97cf4e3,res-6b7d8b019e,2026-03-21T00:00:00Z,72.55,32.35,263.31,159.39,65.76,False
met-c2bba438,res-6b7d8b019e,2026-03-18T00:00:00Z,27.07,60.45,335.23,202.27,71.31,False
met-3e1abd53,res-6b7d8b019e,2026-03-15T00:00:00Z,53.53,56.37,310.39,271.56,60.13,False
met-330801df,res-6b7d8b019e,2026-03-12T00:00:00Z,5.97,46.32,453.97,174.32,44.86,False
met-9413e75a,res-6b7d8b019e,2026-03-09T00:00:00Z,36.76,88.22,154.36,54.41,72.13,False
met-87f373a2,res-6b7d8b019e,2026-03-06T00:00:00Z,58.79,34.33,394.66,81.83,67.2,False
met-71f689b0,res-6b7d8b019e,2026-03-03T00:00:00Z,57.03,55.83,331.6,91.07,75.3,False
met-a646517e,res-6b7d8b019e,2026-02-28T00:00:00Z,7.46,48.78,72.14,27.67,78.78,False
met-0d22270b,res-6b7d8b019e,2026-02-25T00:00:00Z,27.68,59.26,144.86,80.8,75.61,False
met-dbce4222,res-6b7d8b019e,2026-02-22T00:00:00Z,59.34,82.81,372.09,199.45,47.73,False
met-da74039a,res-37c7fb39ed,2026-03-21T00:00:00Z,1.82,8.04,1.18,0.36,8.38,True
met-79880ed1,res-37c7fb39ed,2026-03-18T00:00:00Z,0.75,9.86,4.84,1.19,12.5,True
met-22a42e40,res-37c7fb39ed,2026-03-15T00:00:00Z,6.78,7.77,2.06,0.77,10.25,True
met-a43b7d3e,res-37c7fb39ed,2026-03-12T00:00:00Z,5.94,2.51,2.89,1.68,1.76,True
met-4a235222,res-37c7fb39ed,2026-03-09T00:00:00Z,2.48,8.38,0.26,0.93,7.67,True
met-19baceb7,res-37c7fb39ed,2026-03-06T00:00:00Z,4.07,9.53,4.61,0.47,10.57,True
met-d3eef314,res-37c7fb39ed,2026-03-03T00:00:00Z,3.43,3.36,2.65,0.87,5.04,True
met-6b282313,res-37c7fb39ed,2026-02-28T00:00:00Z,6.48,4.44,1.58,1.06,14.38,True
met-5d530511,res-37c7fb39ed,2026-02-25T00:00:00Z,1.23,5.78,1.77,1.69,9.55,True
met-53996272,res-37c7fb39ed,2026-02-22T00:00:00Z,5.39,3.45,1.35,1.6,4.57,True
met-e987c587,res-c05cb61119,2026-03-21T00:00:00Z,46.5,64.02,128.48,203.21,77.79,False
met-0bf2d7c4,res-c05cb61119,2026-03-18T00:00:00Z,51.8,64.22,496.68,97.41,20.79,False
met-f9e3a9e3,res-c05cb61119,2026-03-15T00:00:00Z,5.76,15.44,211.51,159.95,71.41,False
met-5875f254,res-c05cb61119,2026-03-12T00:00:00Z,36.64,68.02,133.43,15.04,66.45,False
met-db0a0af1,res-c05cb61119,2026-03-09T00:00:00Z,10.12,57.53,448.04,68.96,64.95,False
met-01f31182,res-c05cb61119,2026-03-06T00:00:00Z,15.96,86.62,52.33,183.38,48.2,False
met-639854cf,res-c05cb61119,2026-03-03T00:00:00Z,73.75,61.83,403.57,59.51,28.31,False
met-dc038916,res-c05cb61119,2026-02-28T00:00:00Z,21.58,33.57,333.63,27.34,54.01,False
met-46fc6c0a,res-c05cb61119,2026-02-25T00:00:00Z,94.57,71.55,349.19,201.94,77.76,False
met-bacb2574,res-c05cb61119,2026-02-22T00:00:00Z,28.16,72.46,145.87,23.4,49.14,False
met-f0b27ad8,res-ba7aa52644,2026-03-21T00:00:00Z,28.24,75.02,97.19,25.47,93.46,False
met-00b8ecb7,res-ba7aa52644,2026-03-18T00:00:00Z,23.06,41.41,326.29,36.99,60.55,False
met-90ec6da8,res-ba7aa52644,2026-03-15T00:00:00Z,43.81,59.12,62.06,135.27,39.42,False
met-9beafca5,res-ba7aa52644,2026-03-12T00:00:00Z,8.14,15.63,366.5,234.28,21.41,False
met-b27c00a8,res-ba7aa52644,2026-03-09T00:00:00Z,49.79,62.23,10.43,16.16,49.29,False
met-540ebf13,res-ba7aa52644,2026-03-06T00:00:00Z,18.64,36.39,201.75,6.09,73.07,False
met-28bd5596,res-ba7aa52644,2026-03-03T00:00:00Z,74.39,48.25,207.92,219.69,80.92,False
met-b6964af4,res-ba7aa52644,2026-02-28T00:00:00Z,11.31,28.07,198.37,208.33,78.49,False
met-e18a159a,res-ba7aa52644,2026-02-25T00:00:00Z,15.91,52.82,495.88,103.36,42.71,False
met-4800ba91,res-ba7aa52644,2026-02-22T00:00:00Z,9.97,89.76,327.07,112.78,84.0,False
